--------------	Bin 696
Sobic.002G324000	(1 of 1) 4.1.3.1 - Isocitrate lyase / Isocitritase
Sobic.002G322400	(1 of 1) PTHR10984//PTHR10984:SF37 - ENDOPLASMIC RETICULUM-GOLGI INTERMEDIATE COMPARTMENT PROTEIN // CELL REDOX HOMEOSTASIS PROTEIN-RELATED
Sobic.002G322800	(1 of 60) PF00892 - EamA-like transporter family (EamA)
Sobic.002G322900	(1 of 60) PF00892 - EamA-like transporter family (EamA)
Sobic.002G323000	(1 of 1) PTHR22957//PTHR22957:SF272 - TBC1 DOMAIN FAMILY MEMBER GTPASE-ACTIVATING PROTEIN // SUBFAMILY NOT NAMED
Sobic.002G323200	(1 of 1) PTHR31052:SF2 - COBRA-LIKE PROTEIN 10-RELATED
Sobic.002G323300	(1 of 6) PF12796//PF13857//PF13962 - Ankyrin repeats (3 copies) (Ank_2) // Ankyrin repeats (many copies) (Ank_5) // Domain of unknown function (PGG)
Sobic.002G323500	weakly similar to Lipase (Class 3) family-like protein
Sobic.002G323700	(1 of 2) PTHR19957//PTHR19957:SF131 - SYNTAXIN // SUBFAMILY NOT NAMED
Sobic.002G322300	(1 of 2) PTHR33974//PTHR33974:SF2 - FAMILY NOT NAMED // GENOMIC DNA, CHROMOSOME 3, P1 CLONE: MSD21
Sobic.002G322350	
Sobic.002G322500	(1 of 61) PF03168 - Late embryogenesis abundant protein (LEA_2)
Sobic.002G322600	similar to Putative uncharacterized protein
Sobic.002G322700	similar to Putative uncharacterized protein
Sobic.002G323400	(1 of 58) PF01764 - Lipase (class 3) (Lipase_3)
Sobic.002G323600	weakly similar to Lipase (Class 3) family-like protein
Sobic.002G323800	(1 of 55) PF07893 - Protein of unknown function (DUF1668) (DUF1668)
Sobic.002G323900	(1 of 3) PF15365 - Proline-rich nuclear receptor coactivator (PNRC)
--------------	Bin 711
Sobic.002G343000	(1 of 1) PTHR21426//PTHR21426:SF2 - FAMILY NOT NAMED // EXOCYST COMPLEX COMPONENT EXO84C
Sobic.002G343100	(1 of 1) PTHR27003//PTHR27003:SF71 - FAMILY NOT NAMED // LEUCINE-RICH REPEAT (LRR) FAMILY PROTEIN
Sobic.002G343200	(1 of 1) PTHR13859:SF11 - GRUNGE, ISOFORM J
Sobic.002G343300	(1 of 2) PF00642//PF13637 - Zinc finger C-x8-C-x5-C-x3-H type (and similar) (zf-CCCH) // Ankyrin repeats (many copies) (Ank_4)
Sobic.002G343400	(1 of 1) PTHR33510:SF6 - PROTEIN TIC 20-I, CHLOROPLASTIC
Sobic.002G343500	(1 of 1) PTHR24349//PTHR24349:SF93 - SERINE/THREONINE-PROTEIN KINASE // CALCIUM-DEPENDENT PROTEIN KINASE 14
Sobic.002G343901	
Sobic.002G343800	
Sobic.002G344000	(1 of 34) PF13365 - Trypsin-like peptidase domain (Trypsin_2)
Sobic.002G344201	(1 of 34) PF13365 - Trypsin-like peptidase domain (Trypsin_2)
Sobic.002G344301	
Sobic.002G344500	(1 of 2) K18213 - proteinaceous RNase P (PRORP)
Sobic.002G344600	weakly similar to Putative uncharacterized protein
Sobic.002G342901	(1 of 13) PF12734 - Cysteine-rich TM module stress tolerance (CYSTM)
Sobic.002G343600	(1 of 41) PF00560//PF08263//PF13855 - Leucine Rich Repeat (LRR_1) // Leucine rich repeat N-terminal domain (LRRNT_2) // Leucine rich repeat (LRR_8)
Sobic.002G343700	similar to Putative uncharacterized protein
Sobic.002G344100	
Sobic.002G344400	(1 of 3) PTHR31656:SF0 - LATE EMBRYOGENESIS ABUNDANT PROTEIN-LIKE PROTEIN
Sobic.002G344700	(1 of 21) PF03763 - Remorin, C-terminal region (Remorin_C)
Sobic.002G344800	
--------------	Bin 718
Sobic.002G356700	(1 of 26) PF00646//PF08387 - F-box domain (F-box)  // FBD (FBD)
Sobic.002G356800	(1 of 1) PTHR22835//PTHR22835:SF117 - ZINC FINGER FYVE DOMAIN CONTAINING PROTEIN // ALPHA-L-FUCOSIDASE 3
Sobic.002G356900	(1 of 1) PTHR11451//PTHR11451:SF32 - TRNA SYNTHETASE-RELATED // THREONYL-TRNA SYNTHETASE / THREONINE--TRNA LIGASE-RELATED
Sobic.002G357000	(1 of 147) 1.11.1.7 - Peroxidase / Lactoperoxidase
Sobic.002G357100	(1 of 1) K10685 - ubiquitin-like 1-activating enzyme E1 B (UBLE1B, SAE2, UBA2)
Sobic.002G357200	
Sobic.002G357400	(1 of 1) PTHR35133:SF1 - EFFECTOR OF TRANSCRIPTION2-RELATED
Sobic.002G357700	(1 of 6) K01530 - phospholipid-translocating ATPase (E3.6.3.1)
Sobic.002G357800	(1 of 2) PTHR31636:SF9 - PROTEIN SHORT-ROOT
Sobic.002G357900	(1 of 3) 2.4.1.37 - Fucosylgalactoside 3-alpha-galactosyltransferase / galactosyltransferase
Sobic.002G357950	
Sobic.002G358000	weakly similar to Putative uncharacterized protein
Sobic.002G358100	(1 of 27) PF03000 - NPH3 family (NPH3)
Sobic.002G358200	
Sobic.002G358400	(1 of 3) K03265 - peptide chain release factor subunit 1 (ETF1, ERF1)
Sobic.002G358600	(1 of 1) PTHR23315//PTHR23315:SF64 - BETA CATENIN-RELATED ARMADILLO REPEAT-CONTAINING // ARM REPEAT SUPERFAMILY PROTEIN-RELATED
Sobic.002G358500	
Sobic.002G357300	
Sobic.002G357500	(1 of 13) PF12734 - Cysteine-rich TM module stress tolerance (CYSTM)
Sobic.002G357600	similar to Lipase (Class 3) family-like protein
Sobic.002G358300	weakly similar to Putative uncharacterized protein
Sobic.002G358450	
--------------	Bin 727
Sobic.002G373600	(1 of 2) PTHR10338//PTHR10338:SF125 - VON WILLEBRAND FACTOR, TYPE A DOMAIN CONTAINING // SUBFAMILY NOT NAMED
Sobic.002G372000	
Sobic.002G372100	(1 of 2) PTHR31636//PTHR31636:SF40 - FAMILY NOT NAMED // SCARECROW-LIKE PROTEIN 29
Sobic.002G372200	(1 of 1) PTHR10992//PTHR10992:SF799 - ALPHA/BETA HYDROLASE FOLD-CONTAINING PROTEIN // SUBFAMILY NOT NAMED
Sobic.002G372300	(1 of 1) PTHR21262//PTHR21262:SF15 - GUANOSINE-3',5'-BIS DIPHOSPHATE  3'-PYROPHOSPHOHYDROLASE // SUBFAMILY NOT NAMED
Sobic.002G372500	(1 of 1) K14288 - exportin-T (XPOT)
Sobic.002G372700	(1 of 1) K13118 - protein DGCR14 (DGCR14)
Sobic.002G372800	(1 of 1203) 2.7.11.1 - Non-specific serine/threonine protein kinase / Threonine-specific protein kinase
Sobic.002G373100	(1 of 2) PTHR10426//PTHR10426:SF35 - STRICTOSIDINE SYNTHASE-RELATED // SUBFAMILY NOT NAMED
Sobic.002G373200	(1 of 2) PTHR10426//PTHR10426:SF35 - STRICTOSIDINE SYNTHASE-RELATED // SUBFAMILY NOT NAMED
Sobic.002G373300	(1 of 1) PTHR11599//PTHR11599:SF54 - PROTEASOME SUBUNIT ALPHA/BETA // SUBFAMILY NOT NAMED
Sobic.002G373700	similar to Putative uncharacterized protein
Sobic.002G373800	(1 of 3) K03232 - elongation factor 1-beta (EEF1B)
Sobic.002G372400	(1 of 2) K02900 - large subunit ribosomal protein L27Ae (RP-L27Ae, RPL27A)
Sobic.002G372600	
Sobic.002G372900	
Sobic.002G373001	(1 of 16) PF07911 - Protein of unknown function (DUF1677) (DUF1677)
Sobic.002G373400	(1 of 85) PF03478 - Protein of unknown function (DUF295) (DUF295)
Sobic.002G373500	similar to Putative uncharacterized protein P0521F09.4
--------------	Bin 743
Sobic.002G399800	(1 of 2) PTHR12550:SF5 - HUA2-LIKE PROTEIN 2-RELATED
Sobic.002G398700	(1 of 1) K17426 - large subunit ribosomal protein L45 (MRPL45)
Sobic.002G398800	(1 of 1) PTHR16019//PTHR16019:SF5 - SYNAPSE-ASSOCIATED PROTEIN // BSD DOMAIN-CONTAINING PROTEIN 1
Sobic.002G399000	(1 of 21) PF12776 - Myb/SANT-like DNA-binding domain (Myb_DNA-bind_3)
Sobic.002G399100	(1 of 1) PTHR12183:SF18 - RING-TYPE UBIQUITIN E3 LIGASE
Sobic.002G399200	(1 of 1) K14779 - ATP-dependent RNA helicase DDX52/ROK1 [EC:3.6.4.13] (DDX52, ROK1)
Sobic.002G399300	
Sobic.002G399400	(1 of 61) PF13839//PF14416 - GDSL/SGNH-like Acyl-Esterase family found in Pmr5 and Cas1p (PC-Esterase) // PMR5 N terminal Domain (PMR5N)
Sobic.002G399500	(1 of 4) KOG3140 - Predicted membrane protein
Sobic.002G399900	(1 of 2) PTHR13377//PTHR13377:SF4 - PLACENTAL PROTEIN 6 // SUBFAMILY NOT NAMED
Sobic.002G400000	(1 of 37) KOG1987 - Speckle-type POZ protein SPOP and related proteins with TRAF, MATH and BTB/POZ domains
Sobic.002G400050	
Sobic.002G400101	(1 of 303) PF00646 - F-box domain (F-box)
Sobic.002G400151	
Sobic.002G400200	(1 of 2) PTHR12356:SF18 - NUDC DOMAIN-CONTAINING PROTEIN 2
Sobic.002G400300	
Sobic.002G398901	(1 of 3) PF02238 - Cytochrome c oxidase subunit VIIa (COX7a)
Sobic.002G399600	
Sobic.002G399700	(1 of 57) 3.1.1.11 - Pectinesterase / Pectin methylesterase
--------------	Bin 767
Sobic.003G009000	(1 of 61) PF03168 - Late embryogenesis abundant protein (LEA_2)
Sobic.003G009600	(1 of 30) PF01190 - Pollen proteins Ole e I like (Pollen_Ole_e_I)
Sobic.003G009650	
Sobic.003G009700	(1 of 2) 1.14.13.104 - (+)-menthofuran synthase / Menthofuran synthase
Sobic.003G010033	
Sobic.003G010066	(1 of 18) PF13966 - zinc-binding in reverse transcriptase (zf-RVT)
Sobic.003G010300	(1 of 182) KOG0156 - Cytochrome P450 CYP2 subfamily
Sobic.003G010650	
Sobic.003G010700	(1 of 37) PF04844 - Transcriptional repressor, ovate (Ovate)
Sobic.003G009400	(1 of 2) PTHR15323 - D123 PROTEIN
Sobic.003G008600	(1 of 1) K15029 - translation initiation factor 3 subunit L (EIF3L)
Sobic.003G008700	(1 of 1) PTHR10641:SF599 - MYB TRANSCRIPTION FACTOR-RELATED
Sobic.003G008800	(1 of 1) PTHR34282//PTHR34282:SF2 - FAMILY NOT NAMED // GENOMIC DNA, CHROMOSOME 3, P1 CLONE:MSD24
Sobic.003G008850	(1 of 6) 3.4.11.5 - Prolyl aminopeptidase / Proline iminopeptidase
Sobic.003G008900	(1 of 1) 1.1.1.237 - Hydroxyphenylpyruvate reductase
Sobic.003G009100	(1 of 1) PTHR11266//PTHR11266:SF35 - PEROXISOMAL MEMBRANE PROTEIN 2, PXMP2  MPV17 // GENOMIC DNA, CHROMOSOME 3, P1 CLONE: MOB24
Sobic.003G009200	(1 of 5) PTHR19328//PTHR19328:SF35 - PQQ OXIDOREDUCTASE-RELATED // SUBFAMILY NOT NAMED
Sobic.003G009300	(1 of 2) 2.1.1.201 - 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase
Sobic.003G009501	
Sobic.003G009800	(1 of 68) PF07762 - Protein of unknown function (DUF1618) (DUF1618)
Sobic.003G009900	(1 of 27) 1.14.13.121 - Premnaspirodiene oxygenase / Hyoscymus muticus premnaspirodiene oxygenase
Sobic.003G010000	(1 of 2) 1.14.13.104 - (+)-menthofuran synthase / Menthofuran synthase
Sobic.003G010100	(1 of 181) KOG0156 - Cytochrome P450 CYP2 subfamily
Sobic.003G010200	(1 of 182) KOG0156 - Cytochrome P450 CYP2 subfamily
Sobic.003G010400	(1 of 1) PTHR24073:SF502 - RAS-RELATED PROTEIN RABG3D
Sobic.003G010500	(1 of 1200) 2.7.11.1 - Non-specific serine/threonine protein kinase / Threonine-specific protein kinase
Sobic.003G010600	(1 of 2) K13606 - chlorophyll(ide) b reductase (NOL, NYC1)
--------------	Bin 772
Sobic.003G018300	(1 of 4) PTHR14155//PTHR14155:SF152 - RING FINGER DOMAIN-CONTAINING // SUBFAMILY NOT NAMED
Sobic.003G018400	(1 of 197) PTHR14155 - RING FINGER DOMAIN-CONTAINING
Sobic.003G018900	(1 of 1) K11684 - bromodomain-containing factor 1 (BDF1)
Sobic.003G019200	similar to Putative uncharacterized protein
Sobic.003G019300	(1 of 4) PTHR22835//PTHR22835:SF260 - ZINC FINGER FYVE DOMAIN CONTAINING PROTEIN // SUBFAMILY NOT NAMED
Sobic.003G019450	
Sobic.003G019500	
Sobic.003G019600	
Sobic.003G018150	
Sobic.003G018600	(1 of 1) K11097 - small nuclear ribonucleoprotein E (SNRPE, SME)
Sobic.003G018700	(1 of 1) PTHR31072:SF3 - TRANSCRIPTION FACTOR TCP10-RELATED
Sobic.003G018800	(1 of 1) PTHR14209//PTHR14209:SF7 - ISOAMYL ACETATE-HYDROLYZING ESTERASE 1 // SUBFAMILY NOT NAMED
Sobic.003G019000	(1 of 1) PTHR21496//PTHR21496:SF8 - FERREDOXIN-RELATED // SUBFAMILY NOT NAMED
Sobic.003G019100	(1 of 2) K13102 - DNA/RNA-binding protein KIN17 (KIN)
Sobic.003G019400	
Sobic.003G019700	(1 of 2) PTHR22835//PTHR22835:SF181 - ZINC FINGER FYVE DOMAIN CONTAINING PROTEIN // SUBFAMILY NOT NAMED
--------------	Bin 780
Sobic.003G032450	
Sobic.003G032500	
Sobic.003G032800	
Sobic.003G033300	Predicted protein
Sobic.003G033400	(1 of 2) PTHR13620//PTHR13620:SF12 - 3-5 EXONUCLEASE // SUBFAMILY NOT NAMED
Sobic.003G033500	(1 of 30) PF02701 - Dof domain, zinc finger (zf-Dof)
Sobic.003G034250	
Sobic.003G034350	
Sobic.003G032600	
Sobic.003G032700	
Sobic.003G032900	
Sobic.003G033000	(1 of 1) PTHR21689//PTHR21689:SF4 - LIN-9 // SUBFAMILY NOT NAMED
Sobic.003G033100	(1 of 1) 2.1.1.189//2.1.1.190 - 23S rRNA (uracil(747)-C(5))-methyltransferase // 23S rRNA (uracil(1939)-C(5))-methyltransferase / RNA uridine methyltransferase A
Sobic.003G033200	similar to Os01g0193500 protein
Sobic.003G033600	
Sobic.003G033700	(1 of 2) K15326 - tRNA-splicing endonuclease subunit Sen54 (TSEN54)
Sobic.003G033800	
Sobic.003G033900	(1 of 1) PTHR11751//PTHR11751:SF298 - SUBGROUP I AMINOTRANSFERASE RELATED // SUBFAMILY NOT NAMED
Sobic.003G034000	(1 of 1) PTHR11034//PTHR11034:SF28 - N-MYC DOWNSTREAM REGULATED // SUBFAMILY NOT NAMED
Sobic.003G034100	weakly similar to H0207B04.9 protein
Sobic.003G034200	
Sobic.003G034300	(1 of 2) PTHR12374//PTHR12374:SF24 - TRANSCRIPTIONAL ADAPTOR 2  ADA2 -RELATED // SUBFAMILY NOT NAMED
--------------	Bin 790
Sobic.003G052500	(1 of 1) K02699 - photosystem I subunit XI (psaL)
Sobic.003G053001	
Sobic.003G053200	(1 of 1) PTHR10641//PTHR10641:SF605 - MYB-LIKE DNA-BINDING PROTEIN MYB // SUBFAMILY NOT NAMED
Sobic.003G052200	(1 of 1) PTHR13948:SF19 - D111/G-PATCH DOMAIN-CONTAINING PROTEIN
Sobic.003G052300	(1 of 1) PTHR31268//PTHR31268:SF2 - FAMILY NOT NAMED // GALACTINOL--SUCROSE GALACTOSYLTRANSFERASE 5-RELATED
Sobic.003G052400	(1 of 5) PF07223 - Protein of unknown function (DUF1421) (DUF1421)
Sobic.003G052600	
Sobic.003G052700	(1 of 3) 2.6.1.27 - Tryptophan transaminase / Tryptophan aminotransferase
Sobic.003G052800	(1 of 1) PTHR16212:SF4 - FOCADHESIN
Sobic.003G052900	(1 of 34) PF03195 - Protein of unknown function DUF260 (DUF260)
Sobic.003G053100	
--------------	Bin 840
Sobic.003G142800	(1 of 4) PTHR10209//PTHR10209:SF204 - OXIDOREDUCTASE, 2OG-FE II  OXYGENASE FAMILY PROTEIN // SUBFAMILY NOT NAMED
Sobic.003G142900	(1 of 1) PTHR11410:SF7 - ATP SYNTHASE SUBUNIT A, CHLOROPLASTIC
Sobic.003G143300	(1 of 1) PTHR13620:SF7 - EMB
Sobic.003G143401	
Sobic.003G143500	weakly similar to Expressed protein
Sobic.003G143600	(1 of 1) PTHR31321:SF11 - PECTINESTERASE 10-RELATED
Sobic.003G143800	(1 of 1) PTHR23303 - CARBOXYPEPTIDASE REGULATORY REGION-CONTAINING
Sobic.003G142700	(1 of 3) PF09597 - IGR protein motif (IGR)
Sobic.003G142500	(1 of 1) PTHR15486//PTHR15486:SF16 - ANCIENT UBIQUITOUS PROTEIN // SUBFAMILY NOT NAMED
Sobic.003G143000	(1 of 4) PTHR10209//PTHR10209:SF204 - OXIDOREDUCTASE, 2OG-FE II  OXYGENASE FAMILY PROTEIN // SUBFAMILY NOT NAMED
Sobic.003G143100	(1 of 4) PTHR10209//PTHR10209:SF204 - OXIDOREDUCTASE, 2OG-FE II  OXYGENASE FAMILY PROTEIN // SUBFAMILY NOT NAMED
Sobic.003G143200	similar to Putative uncharacterized protein P0682B08.2
Sobic.003G143700	(1 of 1) PTHR23118//PTHR23118:SF3 - ATP-CITRATE SYNTHASE // SUBFAMILY NOT NAMED
--------------	Bin 843
Sobic.003G146450	
Sobic.003G146600	(1 of 1) K14790 - nucleolar protein 9 (NOP9)
Sobic.003G146700	(1 of 1) PTHR22814//PTHR22814:SF89 - COPPER TRANSPORT PROTEIN ATOX1-RELATED // SUBFAMILY NOT NAMED
Sobic.003G147200	(1 of 1200) 2.7.11.1 - Non-specific serine/threonine protein kinase / Threonine-specific protein kinase
Sobic.003G147401	(1 of 12) PTHR14155//PTHR14155:SF147 - RING FINGER DOMAIN-CONTAINING // SUBFAMILY NOT NAMED
Sobic.003G147700	(1 of 57) 3.1.1.11 - Pectinesterase / Pectin methylesterase
Sobic.003G146400	similar to OJ1116_C07.3 protein
Sobic.003G146500	(1 of 1) PTHR34685//PTHR34685:SF2 - FAMILY NOT NAMED // RED CHLOROPHYLL CATABOLITE REDUCTASE, CHLOROPLASTIC
Sobic.003G146800	(1 of 2) 2.5.1.15 - Dihydropteroate synthase / Dihydropteroate pyrophosphorylase
Sobic.003G146900	(1 of 1) PTHR21493//PTHR21493:SF2 - CGI-141-RELATED/LIPASE CONTAINING PROTEIN // SUBFAMILY NOT NAMED
Sobic.003G147000	(1 of 1) PF00169//PF00614//PF00787//PF13091 - PH domain (PH) // Phospholipase D Active site motif (PLDc) // PX domain (PX) // PLD-like domain (PLDc_2)
Sobic.003G147100	
Sobic.003G147301	(1 of 1) PTHR14155//PTHR14155:SF107 - RING FINGER DOMAIN-CONTAINING // SUBFAMILY NOT NAMED
Sobic.003G147500	(1 of 2) K14165 - atypical dual specificity phosphatase [EC:3.1.3.16 3.1.3.48] (K14165)
Sobic.003G147600	Predicted protein
Sobic.003G147800	(1 of 25) PF04601 - Domain of unknown function (DUF569) (DUF569)
Sobic.003G147900	
--------------	Bin 849
Sobic.003G155350	
Sobic.003G156000	(1 of 8) PTHR22595//PTHR22595:SF60 - CHITINASE-RELATED // SUBFAMILY NOT NAMED
Sobic.003G156300	
Sobic.003G156600	(1 of 1) PTHR11945//PTHR11945:SF168 - MADS BOX PROTEIN // SUBFAMILY NOT NAMED
Sobic.003G155000	(1 of 14) K01507 - inorganic pyrophosphatase (ppa)
Sobic.003G155100	(1 of 2) K17491 - protein phosphatase 4 regulatory subunit 3 (SMEK, PPP4R3)
Sobic.003G155300	(1 of 2) PTHR22912//PTHR22912:SF165 - DISULFIDE OXIDOREDUCTASE // DIHYDROLIPOYL DEHYDROGENASE 1, CHLOROPLASTIC-RELATED
Sobic.003G155400	(1 of 1) PTHR11711//PTHR11711:SF170 - ADP RIBOSYLATION FACTOR-RELATED // GTP-BINDING PROTEIN SAR1A-RELATED
Sobic.003G155600	(1 of 1) PTHR12542//PTHR12542:SF44 - EXOCYST COMPLEX PROTEIN EXO70 // SUBFAMILY NOT NAMED
Sobic.003G155700	(1 of 1) K03127 - transcription initiation factor TFIID subunit 13 (TAF13)
Sobic.003G155800	(1 of 2) K09517 - DnaJ homolog subfamily B member 11 (DNAJB11)
Sobic.003G155900	(1 of 3) K11866 - STAM-binding protein (STAMBP, AMSH)
Sobic.003G156100	(1 of 1) PTHR11102//PTHR11102:SF96 - SEL-1-LIKE PROTEIN // SUBFAMILY NOT NAMED
Sobic.003G156200	(1 of 1) PTHR24282//PTHR24282:SF18 - CYTOCHROME P450 FAMILY MEMBER // SUBFAMILY NOT NAMED
Sobic.003G156400	(1 of 3) K09584 - protein disulfide-isomerase A6 (PDIA6, TXNDC7)
Sobic.003G156500	(1 of 1) K14824 - ribosome biogenesis protein ERB1 (ERB1, BOP1)
--------------	Bin 853
Sobic.003G160600	
Sobic.003G160700	(1 of 1) PTHR33136//PTHR33136:SF13 - FAMILY NOT NAMED // PROTEIN RALF-LIKE 22
Sobic.003G161300	(1 of 4) K02987 - small subunit ribosomal protein S4e (RP-S4e, RPS4)
Sobic.003G160500	(1 of 1) PTHR13622//PTHR13622:SF6 - THIAMIN PYROPHOSPHOKINASE // SUBFAMILY NOT NAMED
Sobic.003G160800	(1 of 1) PTHR17130//PTHR17130:SF20 - MITOCHONDRIAL OUTER MEMBRANE PROTEIN 25 // PROTEIN LOW PSII ACCUMULATION 1, CHLOROPLASTIC
Sobic.003G160900	(1 of 4) K02987 - small subunit ribosomal protein S4e (RP-S4e, RPS4)
Sobic.003G161000	(1 of 9) PTHR23155//PTHR23155:SF579 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED
Sobic.003G161100	(1 of 9) PTHR23155//PTHR23155:SF579 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED
Sobic.003G161200	
Sobic.003G161400	(1 of 9) PTHR23155//PTHR23155:SF579 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED
--------------	Bin 874
Sobic.003G169550	
Sobic.003G169700	
Sobic.003G169800	(1 of 5) 2.4.1.10 - Levansucrase / Sucrose 6-fructosyltransferase
Sobic.003G169500	(1 of 15) PF05641 - Agenet domain (Agenet)
--------------	Bin 891
Sobic.003G173116	(1 of 1) K02724 - photosystem II PsbZ protein (psbZ)
Sobic.003G172400	
Sobic.003G172450	
Sobic.003G172701	
Sobic.003G172800	(1 of 1) PTHR23321//PTHR23321:SF33 - RIBOSOMAL PROTEIN S15, BACTERIAL AND ORGANELLAR // SUBFAMILY NOT NAMED
Sobic.003G172850	(1 of 2) K03043 - DNA-directed RNA polymerase subunit beta (rpoB)
Sobic.003G172966	(1 of 1) K05582 - NAD(P)H-quinone oxidoreductase subunit K (ndhK)
Sobic.003G173200	(1 of 1) PTHR22773:SF88 - NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 4
Sobic.003G172500	
Sobic.003G172600	
Sobic.003G172900	(1 of 1) K05581 - NAD(P)H-quinone oxidoreductase subunit J (ndhJ)
Sobic.003G173032	(1 of 2) PTHR11058 - NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 3
--------------	Bin 892
Sobic.003G173332	(1 of 157) PTHR23002//PTHR23002:SF63 - ZINC FINGER CCHC DOMAIN CONTAINING PROTEIN // SUBFAMILY NOT NAMED
Sobic.003G173400	(1 of 1) PF16669 - Tetratricopeptide repeat protein 5 OB fold domain (TTC5_OB)
--------------	Bin 910
Sobic.003G181400	
Sobic.003G181900	
Sobic.003G182400	(1 of 1) PTHR30345 - RIBOSE-5-PHOSPHATE ISOMERASE B
Sobic.003G181500	(1 of 1) PTHR12555//PTHR12555:SF14 - UBIQUITIN FUSION DEGRADATON PROTEIN 1 // SUBFAMILY NOT NAMED
Sobic.003G181600	(1 of 2) PTHR13018//PTHR13018:SF48 - PROBABLE MEMBRANE PROTEIN DUF221-RELATED // SUBFAMILY NOT NAMED
Sobic.003G181700	(1 of 1) K07542 - phosphatidylinositol glycan, class V (PIGV)
Sobic.003G181800	(1 of 2) PTHR24343:SF157 - CBL-INTERACTING SERINE/THREONINE-PROTEIN KINASE 24
Sobic.003G182100	(1 of 1) PTHR23417//PTHR23417:SF18 - 3-DEOXY-D-MANNO-OCTULOSONIC-ACID TRANSFERASE/TRNA  GUANINE-N 7 - -METHYLTRANSFERASE // SUBFAMILY NOT NAMED
Sobic.003G182200	(1 of 1) PTHR10209//PTHR10209:SF191 - OXIDOREDUCTASE, 2OG-FE II  OXYGENASE FAMILY PROTEIN // SUBFAMILY NOT NAMED
Sobic.003G182300	(1 of 1) K16284 - E3 ubiquitin-protein ligase SIS3 [EC:6.3.2.19] (SIS3)
--------------	Bin 918
Sobic.003G191300	
Sobic.003G191350	
Sobic.003G191600	weakly similar to Putative uncharacterized protein
Sobic.003G191700	(1 of 2) K12125 - protein EARLY FLOWERING 3 (ELF3)
Sobic.003G192300	
Sobic.003G192500	
Sobic.003G192600	(1 of 42) 3.1.4.46 - Glycerophosphodiester phosphodiesterase / Glycerophosphoryl diester phosphodiesterase
Sobic.003G191400	(1 of 53) PF04398 - Protein of unknown function, DUF538 (DUF538)
Sobic.003G191500	(1 of 1) PTHR13509//PTHR13509:SF2 - SEC61BETA-PROV PROTEIN // PREPROTEIN TRANSLOCASE SEC, SEC61-BETA SUBUNIT PROTEIN-RELATED
Sobic.003G191750	(1 of 188) PTHR23002 - ZINC FINGER CCHC DOMAIN CONTAINING PROTEIN
Sobic.003G191800	(1 of 1) PTHR12565//PTHR12565:SF168 - STEROL REGULATORY ELEMENT-BINDING PROTEIN // SUBFAMILY NOT NAMED
Sobic.003G192000	(1 of 1) K18740 - exonuclease 3'-5' domain-containing protein 1 (EXD1, EGL)
Sobic.003G192200	(1 of 65) KOG0254 - Predicted transporter (major facilitator superfamily)
Sobic.003G192100	(1 of 7) PF12023 - Domain of unknown function (DUF3511) (DUF3511)
Sobic.003G192400	(1 of 42) 3.1.4.46 - Glycerophosphodiester phosphodiesterase / Glycerophosphoryl diester phosphodiesterase
Sobic.003G192701	
Sobic.003G192801	
--------------	Bin 919
Sobic.003G193300	
Sobic.003G193600	weakly similar to Putative uncharacterized protein
Sobic.003G194100	(1 of 2) K15084 - solute carrier family 25 (mitochondrial carrier protein), member 16 (SLC25A16, GDA, LEU5)
Sobic.003G192900	
Sobic.003G193000	(1 of 18) PF08263//PF13855 - Leucine rich repeat N-terminal domain (LRRNT_2) // Leucine rich repeat (LRR_8)
Sobic.003G193200	(1 of 2) PF00069//PF00314 - Protein kinase domain (Pkinase) // Thaumatin family (Thaumatin)
Sobic.003G193400	(1 of 30) PF01657//PF07714 - Salt stress response/antifungal (Stress-antifung)  // Protein tyrosine kinase (Pkinase_Tyr)
Sobic.003G193500	(1 of 3) K02218 - casein kinase 1 (CSNK1, CK1)
Sobic.003G193700	(1 of 1) K01955 - carbamoyl-phosphate synthase large subunit (carB, CPA2)
Sobic.003G193800	similar to Putative calmodulin-binding protein
Sobic.003G193900	
Sobic.003G194200	similar to ZmGR2c protein
Sobic.003G194300	(1 of 1) PTHR14503:SF0 - 39S RIBOSOMAL PROTEIN L34, MITOCHONDRIAL
Sobic.003G194400	(1 of 1) PTHR10015//PTHR10015:SF195 - HEAT SHOCK TRANSCRIPTION FACTOR // SUBFAMILY NOT NAMED
--------------	Bin 922
Sobic.003G197200	(1 of 1) PTHR10209//PTHR10209:SF103 - OXIDOREDUCTASE, 2OG-FE II  OXYGENASE FAMILY PROTEIN // SUBFAMILY NOT NAMED
Sobic.003G197700	
Sobic.003G198000	(1 of 27) PF03101//PF04434//PF10551 - FAR1 DNA-binding domain (FAR1)  // SWIM zinc finger (SWIM)  // MULE transposase domain (MULE)
Sobic.003G198016	(1 of 11) PTHR12606//PTHR12606:SF13 - SENTRIN/SUMO-SPECIFIC PROTEASE // SUBFAMILY NOT NAMED
Sobic.003G198032	(1 of 39) PF04434 - SWIM zinc finger (SWIM)
